movie_id,title,release_year,genre,budget,revenue,runtime,imdb_rating,metascore,votes,director,main_actor,oscar_nominations,oscar_wins
1554,Movie 1554,1990,Action,24.82,159.35,136,6.2,77.0,145.5,Greta Gerwig,Chris Evans,0,0
1555,Movie 1555,2019,Drama,20.26,80.17,137,5.9,64.0,342.8,Christopher Nolan,Ryan Gosling,1,0
1556,Movie 1556,1987,Thriller,11.05,16.64,102,6.1,77.0,18.4,Martin Scorsese,Margot Robbie,3,2
1557,Movie 1557,1996,Comedy,131.37,355.39,105,7.4,64.0,43.8,Quentin Tarantino,Leonardo DiCaprio,1,1
1558,Movie 1558,1989,Romance,34.79,66.35,154,5.7,60.0,482.5,Steven Spielberg,Tom Cruise,0,0
1559,Movie 1559,1993,Drama,37.24,64.71,120,5.5,41.0,71.5,Patty Jenkins,Jennifer Lawrence,1,1
1560,Movie 1560,2020,Drama,44.65,205.12,177,6.1,57.0,27.7,Ridley Scott,Jennifer Lawrence,4,0
1561,Movie 1561,1999,Horror,36.27,91.95,95,5.4,41.0,251.9,Patty Jenkins,Jennifer Lawrence,1,0
1562,Movie 1562,1986,Drama,17.79,64.71,113,6.8,69.0,230.2,Denis Villeneuve,Scarlett Johansson,2,0
1563,Movie 1563,2013,Horror,31.2,144.86,141,7.3,86.0,97.7,Martin Scorsese,Leonardo DiCaprio,4,3
1564,Movie 1564,2007,Romance,16.91,59.48,120,4.7,58.0,370.0,Christopher Nolan,Emma Stone,0,0
1565,Movie 1565,2022,Thriller,13.52,57.1,132,7.2,67.0,59.6,Martin Scorsese,Jennifer Lawrence,2,1
1566,Movie 1566,2023,Animation,63.25,112.16,71,7.4,65.0,244.7,James Cameron,Tom Cruise,0,0
1567,Movie 1567,2000,Romance,54.21,52.2,98,8.0,,735.8,Greta Gerwig,Ryan Gosling,2,0
1568,Movie 1568,1990,Action,37.29,49.82,154,6.0,44.0,48.4,Denis Villeneuve,Emma Stone,1,1
1569,Movie 1569,2015,Action,9.98,137.74,134,6.5,62.0,161.0,Christopher Nolan,Margot Robbie,1,0
1570,Movie 1570,1994,Horror,4.52,9.54,147,5.7,51.0,91.2,Martin Scorsese,Jennifer Lawrence,1,1
1571,Movie 1571,2019,Action,86.48,181.95,88,5.9,49.0,166.4,Ridley Scott,Natalie Portman,2,1
1572,Movie 1572,2000,Horror,64.39,281.11,133,7.9,100.0,220.6,Alfonso Cuarón,Margot Robbie,4,0
1573,Movie 1573,1996,Horror,37.51,83.38,146,5.2,55.0,54.0,Quentin Tarantino,Brad Pitt,0,0
1574,Movie 1574,1990,Sci-Fi,61.26,315.54,133,5.7,60.0,48.9,Steven Spielberg,Brad Pitt,1,0
1575,Movie 1575,2018,Comedy,3.51,8.28,164,6.9,54.0,35.8,Denis Villeneuve,Margot Robbie,3,2
1576,Movie 1576,1981,Animation,17.84,184.12,141,7.3,78.0,78.4,James Cameron,Ryan Gosling,3,2
1577,Movie 1577,1998,Thriller,16.56,42.43,86,5.3,58.0,489.4,James Cameron,Leonardo DiCaprio,1,1
1578,Movie 1578,1981,Comedy,21.87,63.83,150,6.5,70.0,70.2,Alfonso Cuarón,Chris Evans,4,1
1579,Movie 1579,1988,Sci-Fi,105.48,305.26,123,6.7,89.0,50.1,Steven Spielberg,Leonardo DiCaprio,1,1
1580,Movie 1580,1982,Romance,4.89,22.5,129,6.0,67.0,15.6,Christopher Nolan,Ryan Gosling,0,0
1581,Movie 1581,2001,Comedy,97.63,487.55,134,5.6,69.0,46.2,James Cameron,Tom Cruise,0,0
1582,Movie 1582,2016,Thriller,65.55,196.54,108,5.6,71.0,70.5,Steven Spielberg,Tom Cruise,0,0
1583,Movie 1583,1987,Comedy,145.6,182.68,138,7.4,74.0,143.3,Patty Jenkins,Emma Stone,2,1
1584,Movie 1584,1989,Animation,31.19,88.57,154,7.7,87.0,108.5,Alfonso Cuarón,Chris Evans,2,1
1585,Movie 1585,2022,Action,5.0,4.91,107,5.8,,130.7,Quentin Tarantino,Brad Pitt,1,1
1586,Movie 1586,1983,Thriller,61.64,600.54,141,7.0,80.0,99.5,Martin Scorsese,Margot Robbie,4,3
1587,Movie 1587,1980,Comedy,16.32,35.16,107,5.4,64.0,104.6,Ridley Scott,Brad Pitt,0,0
1588,Movie 1588,1999,Sci-Fi,3.48,6.09,106,7.0,62.0,102.4,James Cameron,Margot Robbie,2,0
1589,Movie 1589,2001,Animation,10.71,74.85,166,8.3,56.0,321.0,Christopher Nolan,Margot Robbie,0,0
1590,Movie 1590,2012,Animation,23.19,228.62,98,6.4,,199.5,Ridley Scott,Jennifer Lawrence,3,1
1591,Movie 1591,1986,Drama,38.82,224.55,152,6.3,60.0,5.0,Christopher Nolan,Brad Pitt,1,0
1592,Movie 1592,1980,Romance,92.28,140.31,157,6.1,48.0,88.6,James Cameron,Chris Evans,2,1
1593,Movie 1593,2005,Animation,77.83,217.73,121,8.4,97.0,51.2,Patty Jenkins,Natalie Portman,5,2
1594,Movie 1594,1987,Drama,19.48,43.98,124,8.0,83.0,64.9,Denis Villeneuve,Scarlett Johansson,3,2
1595,Movie 1595,2008,Animation,48.36,143.72,166,6.9,68.0,51.8,Alfonso Cuarón,Brad Pitt,2,2
1596,Movie 1596,2004,Drama,50.87,170.36,133,5.9,42.0,75.1,Ridley Scott,Natalie Portman,1,0
1597,Movie 1597,2008,Thriller,9.18,55.92,116,7.4,69.0,22.0,Alfonso Cuarón,Margot Robbie,4,2
1598,Movie 1598,1994,Horror,17.99,56.98,115,7.2,61.0,36.7,Martin Scorsese,Scarlett Johansson,2,1
1599,Movie 1599,2001,Sci-Fi,82.76,520.79,125,6.7,81.0,381.2,Alfonso Cuarón,Ryan Gosling,0,0
1600,Movie 1600,2013,Comedy,11.31,36.5,134,7.4,60.0,23.9,Quentin Tarantino,Margot Robbie,5,3
1601,Movie 1601,2018,Romance,35.79,78.8,100,7.9,67.0,71.4,Ridley Scott,Natalie Portman,1,0
1602,Movie 1602,1983,Horror,45.41,165.65,152,5.4,55.0,203.2,Greta Gerwig,Scarlett Johansson,0,0
1603,Movie 1603,2015,Romance,8.07,11.63,159,5.7,44.0,50.1,Martin Scorsese,Margot Robbie,2,1
1604,Movie 1604,2011,Action,33.95,247.79,143,5.5,,230.5,Martin Scorsese,Margot Robbie,1,0
1605,Movie 1605,1986,Romance,29.93,162.96,104,6.4,59.0,22.3,Denis Villeneuve,Brad Pitt,0,0
1606,Movie 1606,2014,Horror,87.07,149.28,104,6.8,55.0,149.8,Martin Scorsese,Chris Evans,4,2
1607,Movie 1607,2005,Action,3.05,5.78,121,7.3,71.0,102.0,Quentin Tarantino,Natalie Portman,3,0
1608,Movie 1608,1995,Comedy,5.84,27.98,147,8.1,74.0,9.4,James Cameron,Margot Robbie,3,1
1609,Movie 1609,2013,Animation,6.52,16.27,106,8.4,90.0,156.5,Denis Villeneuve,Chris Evans,6,1
1610,Movie 1610,2008,Drama,46.02,170.43,128,7.1,88.0,18.9,Patty Jenkins,Emma Stone,1,0
1611,Movie 1611,2022,Thriller,284.23,2800.0,82,7.2,71.0,137.6,James Cameron,Jennifer Lawrence,4,0
1612,Movie 1612,1994,Thriller,175.59,1193.14,95,7.7,,113.2,Martin Scorsese,Natalie Portman,4,2
1613,Movie 1613,1990,Action,9.71,35.71,134,7.1,76.0,120.7,Denis Villeneuve,Emma Stone,0,0
1614,Movie 1614,1993,Romance,54.56,94.7,111,8.3,100.0,175.8,Quentin Tarantino,Leonardo DiCaprio,5,1
1615,Movie 1615,2006,Drama,32.31,265.75,134,6.1,66.0,10.3,James Cameron,Emma Stone,3,1
1616,Movie 1616,2015,Action,100.37,444.91,135,7.2,72.0,43.8,Steven Spielberg,Leonardo DiCaprio,0,0
1617,Movie 1617,1998,Horror,7.69,42.69,92,6.5,54.0,51.3,Alfonso Cuarón,Margot Robbie,2,0
1618,Movie 1618,1998,Sci-Fi,90.73,445.99,136,6.9,,258.1,Denis Villeneuve,Tom Cruise,1,1
1619,Movie 1619,2016,Comedy,178.21,921.02,123,7.0,65.0,31.1,Quentin Tarantino,Jennifer Lawrence,2,1
1620,Movie 1620,1988,Comedy,20.66,64.93,153,7.6,73.0,78.3,Steven Spielberg,Brad Pitt,4,1
1621,Movie 1621,2016,Horror,23.83,239.08,106,5.1,44.0,97.9,Quentin Tarantino,Ryan Gosling,0,0
1622,Movie 1622,2010,Romance,43.52,112.6,110,6.1,,199.6,Quentin Tarantino,Chris Evans,1,0
1623,Movie 1623,2020,Animation,24.36,34.92,75,7.7,91.0,132.6,Denis Villeneuve,Chris Evans,6,1
1624,Movie 1624,2000,Romance,35.09,310.18,125,7.6,59.0,235.0,Quentin Tarantino,Emma Stone,1,0
1625,Movie 1625,2000,Thriller,12.04,42.45,107,6.2,55.0,1698.9,Alfonso Cuarón,Natalie Portman,5,2
1626,Movie 1626,2010,Drama,39.46,143.03,91,6.8,77.0,108.6,Martin Scorsese,Ryan Gosling,1,0
1627,Movie 1627,1992,Action,40.49,84.38,101,5.5,62.0,14.3,Patty Jenkins,Margot Robbie,2,0
1628,Movie 1628,1988,Sci-Fi,9.71,78.74,131,6.4,62.0,86.3,Quentin Tarantino,Emma Stone,0,0
1629,Movie 1629,2015,Sci-Fi,5.71,16.13,60,6.7,70.0,409.2,Christopher Nolan,Ryan Gosling,1,0
1630,Movie 1630,1994,Animation,26.94,169.89,130,4.0,42.0,117.3,Steven Spielberg,Jennifer Lawrence,0,0
1631,Movie 1631,2004,Drama,38.32,177.97,109,7.2,88.0,10.2,Patty Jenkins,Ryan Gosling,0,0
1632,Movie 1632,1992,Animation,19.7,21.37,87,6.8,100.0,34.4,Martin Scorsese,Natalie Portman,3,0
1633,Movie 1633,1982,Animation,1.51,3.68,119,6.7,46.0,8.2,Greta Gerwig,Natalie Portman,3,1
1634,Movie 1634,1989,Animation,55.19,145.56,107,6.3,48.0,55.7,Steven Spielberg,Natalie Portman,2,1
1635,Movie 1635,1986,Animation,27.68,98.81,64,6.8,76.0,646.1,Christopher Nolan,Natalie Portman,2,0
1636,Movie 1636,1988,Action,19.31,40.28,138,7.4,63.0,72.2,James Cameron,Natalie Portman,4,1
1637,Movie 1637,1981,Comedy,18.12,56.41,164,4.3,54.0,19.8,Steven Spielberg,Leonardo DiCaprio,0,0
1638,Movie 1638,2011,Horror,18.84,49.2,127,5.4,50.0,395.3,Christopher Nolan,Natalie Portman,0,0
1639,Movie 1639,1980,Romance,11.28,11.74,130,6.2,85.0,30.6,Steven Spielberg,Brad Pitt,2,0
1640,Movie 1640,1994,Comedy,3.51,8.75,94,7.6,66.0,41.5,Greta Gerwig,Margot Robbie,1,0
1641,Movie 1641,2004,Horror,54.13,248.78,138,6.8,75.0,449.2,Steven Spielberg,Tom Cruise,2,1
1642,Movie 1642,1990,Animation,26.73,153.31,104,7.5,,78.9,Ridley Scott,Emma Stone,2,1
1643,Movie 1643,2016,Comedy,10.72,39.99,131,5.3,59.0,445.8,Greta Gerwig,Chris Evans,0,0
1644,Movie 1644,1986,Action,21.47,145.33,119,7.3,58.0,20.7,Steven Spielberg,Ryan Gosling,1,1
1645,Movie 1645,2013,Action,5.27,15.78,119,5.4,42.0,275.2,Ridley Scott,Margot Robbie,2,0
1646,Movie 1646,1985,Romance,13.61,68.15,100,6.6,85.0,83.8,Christopher Nolan,Ryan Gosling,1,1
1647,Movie 1647,2004,Thriller,18.3,103.12,135,5.6,45.0,228.3,Ridley Scott,Margot Robbie,0,0
1648,Movie 1648,1998,Drama,18.85,15.55,143,8.2,91.0,66.2,Christopher Nolan,Natalie Portman,1,0
1649,Movie 1649,2008,Comedy,8.0,24.98,112,6.0,70.0,86.4,Christopher Nolan,Scarlett Johansson,2,0
1650,Movie 1650,1984,Thriller,41.64,208.22,123,8.0,86.0,30.0,Greta Gerwig,Leonardo DiCaprio,2,0
1651,Movie 1651,1995,Comedy,108.85,503.19,62,5.2,47.0,212.5,Patty Jenkins,Brad Pitt,0,0
1652,Movie 1652,1993,Animation,26.28,172.61,168,6.7,53.0,119.9,Christopher Nolan,Jennifer Lawrence,1,1
1653,Movie 1653,1993,Sci-Fi,4.17,5.72,86,5.8,71.0,54.9,Patty Jenkins,Leonardo DiCaprio,0,0
1654,Movie 1654,2008,Romance,86.0,90.27,109,8.8,92.0,222.0,Ridley Scott,Brad Pitt,1,1
1655,Movie 1655,2016,Horror,7.6,34.06,163,5.9,53.0,191.6,Martin Scorsese,Ryan Gosling,1,1
1656,Movie 1656,2018,Thriller,21.0,281.23,145,6.0,58.0,161.7,Ridley Scott,Emma Stone,3,3
1657,Movie 1657,1991,Romance,26.54,73.86,104,6.1,33.0,228.5,Alfonso Cuarón,Margot Robbie,1,1
1658,Movie 1658,1993,Thriller,70.13,299.32,160,8.0,100.0,89.5,Christopher Nolan,Leonardo DiCaprio,5,2
1659,Movie 1659,2011,Romance,23.41,22.03,78,6.0,68.0,321.0,Patty Jenkins,Tom Cruise,1,0
1660,Movie 1660,2022,Horror,12.25,59.72,130,5.0,80.0,60.4,James Cameron,Emma Stone,0,0
1661,Movie 1661,1988,Romance,7.84,7.42,136,4.3,50.0,125.7,Steven Spielberg,Jennifer Lawrence,0,0
1662,Movie 1662,2016,Action,13.76,37.82,162,8.2,97.0,25.1,Denis Villeneuve,Margot Robbie,3,1
1663,Movie 1663,1994,Animation,9.97,14.25,86,5.3,63.0,64.0,Ridley Scott,Tom Cruise,0,0
1664,Movie 1664,2011,Sci-Fi,74.34,203.16,126,6.2,69.0,122.9,Patty Jenkins,Jennifer Lawrence,0,0
1665,Movie 1665,2014,Sci-Fi,30.19,58.28,173,7.9,68.0,120.2,Steven Spielberg,Leonardo DiCaprio,1,1
1666,Movie 1666,1991,Sci-Fi,12.86,42.57,150,6.9,99.0,60.7,Quentin Tarantino,Jennifer Lawrence,2,0
1667,Movie 1667,2020,Drama,4.01,22.93,122,8.3,,54.1,James Cameron,Tom Cruise,0,0
1668,Movie 1668,2010,Sci-Fi,50.64,75.49,101,5.2,63.0,83.6,Patty Jenkins,Scarlett Johansson,0,0
1669,Movie 1669,2017,Sci-Fi,8.49,51.15,132,6.3,63.0,22.9,Martin Scorsese,Ryan Gosling,2,1
1670,Movie 1670,1986,Horror,91.57,392.62,130,7.3,62.0,15.9,Greta Gerwig,Brad Pitt,0,0
1671,Movie 1671,2006,Comedy,5.06,19.75,144,7.4,88.0,483.0,Steven Spielberg,Scarlett Johansson,5,2
1672,Movie 1672,1994,Animation,70.78,209.42,91,7.3,,88.0,Denis Villeneuve,Chris Evans,1,1
1673,Movie 1673,2020,Action,50.72,168.78,137,6.0,55.0,102.6,James Cameron,Natalie Portman,0,0
1674,Movie 1674,1997,Drama,11.27,71.33,137,7.3,71.0,35.9,Denis Villeneuve,Tom Cruise,1,0
1675,Movie 1675,1991,Comedy,32.67,144.88,96,6.6,52.0,43.8,Martin Scorsese,Scarlett Johansson,2,1
1676,Movie 1676,1990,Horror,17.03,42.54,85,8.1,78.0,249.8,James Cameron,Ryan Gosling,2,1
1677,Movie 1677,2016,Animation,11.88,68.28,140,7.6,77.0,35.4,Greta Gerwig,Leonardo DiCaprio,3,0
1678,Movie 1678,2014,Thriller,19.56,157.72,75,6.8,87.0,5.0,Quentin Tarantino,Tom Cruise,0,0
1679,Movie 1679,1998,Drama,12.55,55.65,152,7.5,54.0,136.6,Quentin Tarantino,Chris Evans,4,2
1680,Movie 1680,1987,Romance,93.15,596.33,144,5.9,57.0,35.0,Martin Scorsese,Natalie Portman,2,1
1681,Movie 1681,2020,Horror,71.18,218.83,90,5.2,70.0,145.1,Denis Villeneuve,Natalie Portman,1,1
1682,Movie 1682,2006,Drama,57.1,187.33,106,5.3,46.0,27.7,Quentin Tarantino,Tom Cruise,0,0
1683,Movie 1683,2011,Animation,25.37,42.67,135,8.2,,46.5,Alfonso Cuarón,Leonardo DiCaprio,4,0
1684,Movie 1684,2002,Romance,6.73,32.88,89,5.3,25.0,178.6,Patty Jenkins,Ryan Gosling,0,0
1685,Movie 1685,2007,Drama,46.92,69.19,71,7.2,60.0,195.2,Ridley Scott,Emma Stone,1,1
1686,Movie 1686,1995,Comedy,43.72,85.3,94,7.5,63.0,46.2,Quentin Tarantino,Tom Cruise,0,0
1687,Movie 1687,2020,Drama,61.97,81.3,140,7.8,,61.6,James Cameron,Margot Robbie,8,1
1688,Movie 1688,1993,Comedy,5.25,11.41,92,8.3,82.0,435.0,Christopher Nolan,Leonardo DiCaprio,3,1
1689,Movie 1689,2002,Action,14.06,29.59,89,7.5,86.0,10.1,Denis Villeneuve,Chris Evans,4,1
1690,Movie 1690,1991,Animation,53.41,339.69,164,5.7,43.0,29.8,Denis Villeneuve,Tom Cruise,1,0
1691,Movie 1691,2017,Sci-Fi,47.66,201.08,130,8.0,,80.0,Steven Spielberg,Leonardo DiCaprio,3,2
1692,Movie 1692,2018,Action,20.16,42.63,125,6.6,63.0,60.7,Martin Scorsese,Chris Evans,3,1
1693,Movie 1693,2008,Action,16.65,76.41,116,4.4,44.0,114.6,Greta Gerwig,Leonardo DiCaprio,1,1
1694,Movie 1694,1984,Action,15.75,72.16,169,6.4,47.0,205.5,Greta Gerwig,Margot Robbie,3,1
1695,Movie 1695,1990,Sci-Fi,23.72,86.67,147,7.5,,309.9,Steven Spielberg,Chris Evans,4,1
1696,Movie 1696,2022,Horror,37.7,50.62,109,8.0,81.0,241.4,Alfonso Cuarón,Scarlett Johansson,2,1
1697,Movie 1697,2001,Sci-Fi,43.18,171.79,119,7.0,71.0,49.1,Steven Spielberg,Chris Evans,1,0
1698,Movie 1698,2009,Sci-Fi,16.42,20.23,130,7.0,73.0,210.1,Denis Villeneuve,Emma Stone,3,1
1699,Movie 1699,2014,Horror,11.71,66.78,122,7.5,52.0,15.8,Christopher Nolan,Jennifer Lawrence,1,0
1700,Movie 1700,2006,Romance,17.55,174.29,133,6.1,64.0,91.9,Quentin Tarantino,Ryan Gosling,2,1
1701,Movie 1701,2011,Romance,43.11,101.84,111,7.5,81.0,29.9,Quentin Tarantino,Ryan Gosling,5,1
1702,Movie 1702,1981,Drama,6.85,34.18,80,7.3,64.0,10.9,Greta Gerwig,Scarlett Johansson,3,2
1703,Movie 1703,2020,Animation,42.35,105.39,60,7.1,60.0,96.9,Martin Scorsese,Leonardo DiCaprio,6,2
1704,Movie 1704,2002,Drama,72.72,188.12,102,8.0,83.0,203.9,Patty Jenkins,Leonardo DiCaprio,3,0
1705,Movie 1705,1980,Romance,37.26,96.18,112,7.0,,54.1,Denis Villeneuve,Chris Evans,4,3
1706,Movie 1706,2003,Sci-Fi,9.31,16.17,120,6.1,70.0,80.2,Christopher Nolan,Brad Pitt,4,4
1707,Movie 1707,1997,Sci-Fi,11.39,19.37,116,7.0,61.0,138.4,Alfonso Cuarón,Natalie Portman,0,0
1708,Movie 1708,1990,Romance,7.57,89.47,168,6.5,48.0,32.3,Greta Gerwig,Brad Pitt,1,0
1709,Movie 1709,2016,Horror,59.14,176.25,141,7.7,71.0,338.0,Quentin Tarantino,Tom Cruise,1,0
1710,Movie 1710,2012,Sci-Fi,16.18,16.1,70,7.7,61.0,35.4,Greta Gerwig,Brad Pitt,2,0
1711,Movie 1711,1987,Animation,41.8,106.85,126,6.0,58.0,117.2,Steven Spielberg,Chris Evans,1,0
1712,Movie 1712,2009,Drama,20.45,35.24,112,8.5,73.0,19.5,Steven Spielberg,Scarlett Johansson,6,1
1713,Movie 1713,2004,Comedy,12.24,27.37,144,6.9,,78.4,Steven Spielberg,Tom Cruise,2,0
1714,Movie 1714,1998,Romance,86.98,481.71,131,6.3,83.0,179.8,Alfonso Cuarón,Scarlett Johansson,2,2
1715,Movie 1715,1982,Romance,71.68,96.4,140,5.6,51.0,32.1,Patty Jenkins,Jennifer Lawrence,0,0
1716,Movie 1716,2018,Romance,11.04,11.26,129,7.8,68.0,6.3,Greta Gerwig,Chris Evans,4,0
1717,Movie 1717,2017,Animation,73.56,62.54,61,6.5,52.0,45.1,Christopher Nolan,Brad Pitt,1,0
1718,Movie 1718,2022,Romance,14.32,73.71,98,5.7,54.0,460.8,Steven Spielberg,Leonardo DiCaprio,2,1
1719,Movie 1719,1984,Drama,9.51,7.33,92,7.2,,49.7,Patty Jenkins,Tom Cruise,1,1
1720,Movie 1720,2005,Sci-Fi,8.94,28.59,97,6.2,78.0,66.8,Ridley Scott,Jennifer Lawrence,0,0
1721,Movie 1721,1990,Horror,7.83,35.64,143,6.1,76.0,84.2,Quentin Tarantino,Tom Cruise,0,0
1722,Movie 1722,2007,Horror,72.79,140.58,103,7.2,90.0,188.3,Denis Villeneuve,Leonardo DiCaprio,1,0
1723,Movie 1723,1986,Action,17.87,56.47,80,7.3,93.0,47.3,Christopher Nolan,Leonardo DiCaprio,2,1
1724,Movie 1724,2002,Sci-Fi,15.26,34.12,102,5.9,65.0,67.3,Greta Gerwig,Chris Evans,3,1
1725,Movie 1725,2022,Animation,8.77,38.22,120,7.1,49.0,122.0,Ridley Scott,Natalie Portman,2,2
1726,Movie 1726,1993,Animation,38.03,43.93,86,6.5,58.0,109.5,Quentin Tarantino,Margot Robbie,2,0
1727,Movie 1727,1980,Horror,25.96,68.23,137,7.2,73.0,219.3,Greta Gerwig,Margot Robbie,0,0
1728,Movie 1728,2021,Horror,34.15,124.27,99,5.7,46.0,423.2,Denis Villeneuve,Tom Cruise,0,0
1729,Movie 1729,2010,Comedy,88.86,339.6,152,8.4,91.0,104.3,Ridley Scott,Natalie Portman,3,1
1730,Movie 1730,2010,Action,23.4,51.22,78,4.2,,5.6,Greta Gerwig,Margot Robbie,1,1
1731,Movie 1731,2006,Sci-Fi,8.27,9.68,121,7.6,,5.3,Alfonso Cuarón,Emma Stone,4,1
1732,Movie 1732,1983,Sci-Fi,23.45,80.88,136,6.7,,18.6,Christopher Nolan,Jennifer Lawrence,1,0
1733,Movie 1733,2017,Action,7.55,66.96,142,6.5,64.0,136.0,Martin Scorsese,Brad Pitt,2,0
1734,Movie 1734,2002,Drama,11.19,23.37,114,6.4,,5.0,Patty Jenkins,Emma Stone,2,0
1735,Movie 1735,2006,Animation,9.91,17.49,132,5.1,48.0,35.2,Denis Villeneuve,Jennifer Lawrence,0,0
1736,Movie 1736,1998,Comedy,56.36,535.7,87,8.0,71.0,51.0,James Cameron,Chris Evans,3,1
1737,Movie 1737,2020,Drama,6.48,24.71,175,6.4,44.0,195.8,Ridley Scott,Tom Cruise,1,0
1738,Movie 1738,2018,Animation,13.52,49.72,102,5.4,41.0,1450.2,Patty Jenkins,Leonardo DiCaprio,0,0
1739,Movie 1739,1991,Drama,5.15,21.65,151,9.5,100.0,124.4,Greta Gerwig,Scarlett Johansson,8,2
1740,Movie 1740,1980,Animation,9.8,39.59,132,6.8,47.0,185.0,James Cameron,Ryan Gosling,1,0
1741,Movie 1741,1986,Action,10.67,36.37,107,6.8,72.0,79.1,Martin Scorsese,Natalie Portman,2,1
1742,Movie 1742,2018,Sci-Fi,89.74,51.13,87,6.7,72.0,6.9,Martin Scorsese,Ryan Gosling,2,2
1743,Movie 1743,2010,Romance,11.64,23.82,126,7.5,86.0,83.3,Greta Gerwig,Natalie Portman,5,1
1744,Movie 1744,2020,Thriller,7.28,10.6,110,6.4,55.0,9.7,Denis Villeneuve,Natalie Portman,1,1
1745,Movie 1745,1982,Drama,28.37,231.86,174,6.8,,91.4,Ridley Scott,Tom Cruise,1,0
1746,Movie 1746,1994,Action,32.33,119.09,132,5.8,49.0,189.6,Quentin Tarantino,Margot Robbie,1,0
1747,Movie 1747,2001,Sci-Fi,19.32,88.14,128,5.3,41.0,87.5,Denis Villeneuve,Natalie Portman,0,0
1748,Movie 1748,2001,Animation,54.84,565.94,144,7.0,54.0,106.8,Martin Scorsese,Leonardo DiCaprio,0,0
1749,Movie 1749,2015,Animation,18.3,278.41,114,8.2,87.0,37.4,Patty Jenkins,Leonardo DiCaprio,1,0
1750,Movie 1750,1989,Horror,29.4,76.58,90,7.5,,47.9,Steven Spielberg,Brad Pitt,0,0
1751,Movie 1751,1989,Comedy,44.22,47.67,126,6.5,50.0,21.7,Alfonso Cuarón,Ryan Gosling,1,0
1752,Movie 1752,2013,Horror,15.74,55.64,110,7.2,80.0,18.3,James Cameron,Scarlett Johansson,5,1
1753,Movie 1753,2014,Comedy,32.32,20.45,145,6.4,70.0,82.2,Ridley Scott,Brad Pitt,1,0
1754,Movie 1754,1993,Sci-Fi,23.2,39.52,112,6.9,56.0,72.5,Steven Spielberg,Emma Stone,2,0
1755,Movie 1755,1998,Thriller,38.1,110.12,128,6.3,78.0,183.5,Alfonso Cuarón,Natalie Portman,0,0
1756,Movie 1756,1980,Thriller,19.76,125.9,132,7.5,75.0,16.7,Greta Gerwig,Natalie Portman,2,0
1757,Movie 1757,1986,Romance,28.24,41.73,138,6.9,68.0,60.0,Steven Spielberg,Natalie Portman,4,2
1758,Movie 1758,1995,Thriller,3.96,17.62,133,6.4,51.0,15.1,Steven Spielberg,Jennifer Lawrence,1,0
1759,Movie 1759,2012,Sci-Fi,52.71,64.67,165,7.6,63.0,57.4,Christopher Nolan,Jennifer Lawrence,1,0
1760,Movie 1760,2002,Drama,28.01,94.26,122,8.7,72.0,221.5,Greta Gerwig,Chris Evans,7,1
1761,Movie 1761,1981,Action,32.43,118.47,91,5.3,62.0,91.4,Denis Villeneuve,Ryan Gosling,1,1
1762,Movie 1762,2005,Thriller,22.5,137.77,106,6.9,59.0,639.6,Martin Scorsese,Jennifer Lawrence,0,0
1763,Movie 1763,2007,Romance,37.68,407.37,103,8.2,96.0,33.5,Patty Jenkins,Tom Cruise,1,0
1764,Movie 1764,2013,Horror,40.5,49.95,128,8.7,99.0,13.3,Greta Gerwig,Emma Stone,2,0
1765,Movie 1765,1994,Action,91.77,232.99,156,6.4,71.0,97.7,Greta Gerwig,Ryan Gosling,0,0
1766,Movie 1766,1987,Thriller,63.5,67.12,113,6.9,45.0,73.7,James Cameron,Scarlett Johansson,2,1
1767,Movie 1767,2019,Action,29.19,126.4,145,6.1,,187.2,Alfonso Cuarón,Jennifer Lawrence,0,0
1768,Movie 1768,1994,Romance,25.37,31.91,136,5.8,60.0,94.0,Ridley Scott,Chris Evans,0,0
1769,Movie 1769,2019,Drama,7.04,9.97,127,6.2,52.0,34.9,James Cameron,Emma Stone,3,3
1770,Movie 1770,1996,Horror,4.94,13.89,154,4.8,,27.3,Alfonso Cuarón,Brad Pitt,0,0
1771,Movie 1771,2004,Action,68.88,368.36,100,6.8,69.0,178.5,Alfonso Cuarón,Scarlett Johansson,2,1
1772,Movie 1772,2021,Sci-Fi,18.52,76.51,101,6.6,69.0,58.6,Ridley Scott,Scarlett Johansson,1,0
1773,Movie 1773,2006,Thriller,7.57,34.89,105,8.0,89.0,34.3,Denis Villeneuve,Emma Stone,6,2
1774,Movie 1774,1988,Comedy,14.65,26.94,95,6.8,56.0,306.8,Martin Scorsese,Tom Cruise,0,0
1775,Movie 1775,1998,Drama,4.91,15.1,81,6.4,49.0,24.1,Greta Gerwig,Margot Robbie,0,0
1776,Movie 1776,1986,Sci-Fi,9.05,39.23,167,7.9,92.0,322.6,Patty Jenkins,Scarlett Johansson,5,3
1777,Movie 1777,2022,Animation,218.5,1886.42,124,6.6,60.0,10.4,Martin Scorsese,Tom Cruise,0,0
1778,Movie 1778,1988,Drama,30.57,210.02,122,7.7,68.0,556.1,Denis Villeneuve,Scarlett Johansson,1,1
1779,Movie 1779,2020,Comedy,28.53,348.05,107,7.2,,450.2,Ridley Scott,Brad Pitt,6,4
1780,Movie 1780,1982,Animation,31.52,88.97,140,7.8,,287.4,James Cameron,Emma Stone,1,0
1781,Movie 1781,2020,Sci-Fi,22.48,51.93,132,6.8,59.0,19.4,Ridley Scott,Jennifer Lawrence,0,0
